what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1779871436172
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1779871436173
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1779871436177
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1779871436178
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1779871436179
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1779871436179
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1779871436181
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1779871436182
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1779871436183
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1779871436184
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1779871436186
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1779871436186
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1779871436186
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1779871436187
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1779871436188
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1779871436189
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1779871436190
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1779871436191
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1779871436192
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1779871436194
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1779871436194
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1779871436195
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1779871436196
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1779871436197
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1779871436198
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1779871436199
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1779871436199
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1779871436200
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1779871436201
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1779871436202
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1779871436202
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1779871436203
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1779871436204
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1779871436206
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1779871436207
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1779871436207
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1779871436209
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1779871436210
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1779871436212
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1779871436212
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1779871436213
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1779871436213
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1779871436213
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1779871436214
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1779871436214
os,sysinfo,,,"win32",1779871436216
arch,sysinfo,,,"x86",1779871436216
ws,sysinfo,,,"win32",1779871436216
locale,sysinfo,,,"en_US",1779871436216
processors,sysinfo,,,"12",1779871436216
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1779871436216
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1779871436216
java.specification.name,sysinfo,,,"Java Platform API Specification",1779871436216
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1779871436216
java.specification.version,sysinfo,,,"1.6",1779871436216
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1779871436216
java.version,sysinfo,,,"1.6.0_23",1779871436216
java.vm.info,sysinfo,,,"mixed mode",1779871436216
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1779871436216
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1779871436216
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1779871436216
java.vm.specification.version,sysinfo,,,"1.0",1779871436216
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1779871436216
java.vm.version,sysinfo,,,"19.0-b09",1779871436216
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1779871439034
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1779871439053
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1779871439875
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1779871442527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871442747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871445288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871447015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871448404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871449349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871451393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871452995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871456770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871459149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871463100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871464324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871466975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871468858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871471282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871472591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871474118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871475906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871478486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871480692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871483185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871484990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871488773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871490639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871492555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871493933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871500936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871503769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871509480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871512081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871515554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871517505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871520429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871525425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871527527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871529704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871531739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871533860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871536611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871538269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871540579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871543876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871546488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871548153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871550813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871552548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871556961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871560702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871564122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871571692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871576408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779871878987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779872238332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779872240517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779874202244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779874202909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779874204250
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1779874204485
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779874204717
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1779874204960
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1779874205110
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1779874205191
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1779874205193
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1779874205201
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1779874205201
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1779874205203
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1779874205203
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1779874205203
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1779874205203
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1779874205203
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1779874205206
